,text,root
7999,"I'm not Catholic so can someone help me understand why ""devout"" Catholics"" like @SpeakerPelosi and @JoeBiden are denouncing  Roe being overturned instead of celebrating because they no longer have to support abortion at the national level?",March_for_life
8000,"To Christians who say “Abortion isn’t for me but you do you”: You are doing people a disservice by leaving them to be responsible for the state of their souls alone when they know no better. The Bible says it is wrong. You are pro-life, or not a Christian. #Christian #prolife",March_for_life
8001,"Saw a guy on TV holding a sign in front of the Supreme Court ""Safe and legal abortion for all genders.""
Isn't think the political side that says ""believe the science""?",March_for_life
8002,"No one owes you an explanation for their abortion. They don’t owe you a backstory. They don’t owe you some tragedy to make killing a baby more palatable.

It’s just the way it is. It’s a decision between a woman and her doctor. If you are neither of those, it’s not your business",NARAL
8003,"We have just witnessed one of the clearest examples yet of identity politics crossing the line into flagrant, undeniable racism. No sooner had it been announced that the Supreme Court was ditching Roe v Wade than so-called progressives were gunning for Thomas.",March_for_life
8004,Freaked out a bunch of men in the grocery store with my “Vasectomy Prevents Abortion” shirt. Woman in the parking lot was amused and said her husband got one.,NARAL
8005,There has never been a Constitutional right to murder. Do not let liberal cities fool you. #RoeVWade,NARAL
8006,"Pelosi just met with the pope a couple months back. Idk why she met with him again, but it seems she’s doing it to throw it in everybody’s face that she got communion in front of the pope &amp; that the pope has no problem with her abortion stance. She’s that petty.",March_for_life
8007,"As a pro life person I don't  celebrate  Roe Vs Wade overturning. 

The reason why I support the pro life option is in this article. 

Eugenics is becoming more and more acceptable in this day and age.",March_for_life
8008,About to start publicly outing all the men I know who have secretly benefited from an abortion and are being radio silent right now,NARAL
8009,"Say abortion. 
Say vagina.
Say miscarriage 
Say trauma. 
Please say the words. Please.",NARAL
8010,"Entire Men's Pro Sports teams should boycott playing in states where abortion is 100% outlawed in any case to show solidarity for their wives, daughters, mothers, aunts, and other loved ones, and fight for their right to bodily autonomy.",NARAL
8011,"The pro choice movement isn't about choice. It's about a specific choice they want women to be forced into making. 

It's not about choice or they wouldn't be terrorizing pregnancy centers. 

It's about abortion. It's about convincing women that their child is better off dead.",March_for_life
8012,"The Universe was created via faith, simple words &amp; pure love. Nothing is impossible w/ God. God can do anything. How do you think Roe vs Wade was overturned? People just quit &amp; give up like God took a loss. God never loses. The moment Adam fell He already had a plan for salvation",March_for_life
8013,"In such a country, very welcome to immigrate, they are given super national treatment, guns are strictly controlled, tough measures are taken against the epidemic, free abortion, no faith, the government claims to be ultra leftist, opposes the United States, supports Palestine",March_for_life
8014,"and now the left begins their new lies.  
the truth - abortion law an taxed revenue has returned 
                    to the state level.  
the truth - where did all those taxed dollars of planned
                    parenthood from an to WHO an the UN go",March_for_life
8015,"Did @sunny really say that she doesn’t believe in ANY exceptions for abortion? Wow, Sis/Soror lost me@there! @viewofficial",NARAL
8016,"HAPPENING AT 2:30PM: @GovStitt, @Okla_OAG, and Secretary of Health and Mental Health Kevin Corbett will hold a press conference on AG O'Connor certifying Section 861 to ban abortion in Oklahoma.",March_for_life
8017,"Last week SCOTUS overturned Roe V Wade saying abortion rights should be determined by the state and not the federal government, trigger laws in TX and other states across the US are going into effect making abortion illegal. We are hoping to provide some resources Texans in need.",NARAL
8018,"I'm just so incredibly sad. It hurts my heart to see intelligent, kind people who I consider close friends &amp; they either A) support abortion, or B) don't care enough to form an opinion about the issue. How do you keep your head up in this world of apathy &amp; evil? 😔",March_for_life
8019,"BREAKING NEWS: The United States joins underdeveloped &amp; many 3rd world countries by overturning abortion rights!!!!  White men win! Trump installed illegitimate justices! Russia interfered. 

#scotusIsCompromised 
#PackTheCourt 
#Resist
#Protest   
#VoteBlueToSaveDemocracy",NARAL
8020,"Message to Christians on Abortion -
In the eyes of God...
Being outraged on the sins of others, does absolutely nothing to mitigate the millions of sins that you commit which you may feel to be inconsequential. 
We will all stand before God as individuals and answer separately.",March_for_life
8021,"I suggest to anyone who happens to be running short on coat hangers, you might want to stock up asap, the filthy alley abortion clinics will need all the coat hangers they can get their hands on. Don McGhan must be thrilled. How many abortions has Donald Trump paid for again?",NARAL
8022,"Can someone show me where abortion is in the Constitution? I missed it.
#LiberalismIsAMentalDisorder #ProLife #Constitution #Conservatives #RoeOverturned #HappyMonday",March_for_life
8023,I noticed that these pro-abortion and pro-choice people are causing riots. And they aren’t peaceful riots might I add. Y’all need to calm down with the law. If you don’t support murder then why are you supporting abortion? That the same thing but to someone defenseless,March_for_life
8024,"Anyhoo since Roe v. Wade is thankfully overturned, I think now we need to push for legislation to help out single mothers and also hold guys who try to dip from child support accountable. #ProLife",March_for_life
8025,"Guys who practice unsafe sex with many women: you should be pro-choice or ready to pay lots of medical bills and child support. 

This isn’t just about abortion - states are working to ban IUDs, birth control pills, Plan B, too.",NARAL
8026,"Undisputed Facts!

There are two sexes - male and female.
Marriage is one man and one woman.
Unborn children should not be killed.",March_for_life
8027,Pulling Roe versus Wade reinstates morality and humanity as the common standard for the US Constitution.,March_for_life
8028,"Nobody is going to die from not having access to abortion. Even in the states w/the strictest abortion laws, they allow for one in the case of endangerment to the life of the mother. If you have to have the right to murder your baby in order to be ok, then you have bigger issues.",March_for_life
8029,CA Gov. Gavin Newsom is the only male governor who gets it. Wish I could find that video clip of him stating facts about who gets affected by the overturn of Roe v. Wade.,NARAL
8030,The 6 week “heartbeat” abortion ban is now in effect in #Tennessee.,NARAL
8031,I think it’s time for more Supreme Court Justices … #roevwade #GunControlNow,NARAL
8032,Add your name and we’ll include it in our Abortion Always campaign displays around the country as we promise to always fight for abortion.,NARAL
8033,"The “Pro Life” and “Pro Gun” position is perfectly consistent.  To value life one must value all innocent life including those unborn.  Life is precious and because it is, it is worth defending with the most adequate tool which is the firearm.  Killing babies and making people",March_for_life
8034,"For the Record.
Abortion is not a good thing. Never will be.  To the states it goes.",March_for_life
8035,"I get offered sex ed classes
every single year because of
the assumption that
disabled people don't know
about sex or understand
how the human body works. The abortion industry tries to build trust among minorities so we will run to them when we need help.",March_for_life
8036,"Repeal the Hyde amendment. It should be that Any Women can have an abortion on demand, No questions asked. Funded by the government. Privacy guaranteed. Government subsidized birth control and feminine napkins and care products. NOW! For every woman in this country. Now!",NARAL
8037,"Now that Minnesota is an ""abortion sanctuary,"" we can change the slogan from ""Land of 10000 Lakes"" to ""Land of 10000 abortuses."" @TimWalzLies @KihneSheila @MNChris15 @tsn_says @mngop",March_for_life
8038,"The only reason these woke companies are willing to pay for your abortion travel is because it’s cheaper than paying for your maternity leave. 

Same reason they all fly their fisher price flags in June.

You’re just a pawn in their bottom lines and it’s absolutely delicious.",March_for_life
8039,"How many women will give up hope and commit suicide bc of Roe v Wade being overturned and States governing their organs.
How many of us have to die?",NARAL
8040,"#LiberalismIsAMentalDisease After all, they are protesting in Los Angeles, New York City, Chicago, Washington, DC.  All places with unfettered rights to abortion.  Hey liberals, how does protesting there, shutting down streets, annoying people who support you, help your cause?",March_for_life
8041,"It’s last minute but if you are in the area, come meet me in an hour!!! #Norman #OKC Abortion Justice: Demand Answers From DA Mashburn
Cleveland County Courthouse
201 S Jones
Norman, OK 73069
Friday, June 24, 4:00 PM
Located off Peters and Eufaula",NARAL
8042,The hypocrisy is not lost on me that SCOTUS ruled states cannot decide on gun regulations but they can make decisions to regulate abortion.,NARAL
8043,"To anyone celebrating the overturning of Roe v. Wade:

I hope you live a very long life. 

One that’s much, much longer than you want it to be. 

Especially towards the end of it.",NARAL
8044,"I hope all of the pro-abortion protesters who ripped off our chant and said “Ho ho, hey hey, Roe v Wade is here to stay” are doing okay right now.",March_for_life
8045,"I'm pro-choice — and that means I believe women deserve the right to make decisions about their own bodies.

Doug Mastriano disagrees. He wants to outright ban abortion — no exceptions for rape, incest, or even if the woman's life is at risk.

These are the facts.",NARAL
8046,"Abortion IS Killing out future Generations to come???!!!
Joe Biden (The Hypocrite) was once very much against Abortion!!! However, now that he’s gone the way of Demons, He’s for Killing Late Term Babies!!! Jesus have Mercy on Biden and the Democrats!!!✝️",March_for_life
8047,"Speaker Pelosi: ""In the Congress, be aware of this, Republicans are plotting a nationwide abortion ban. They cannot be allowed to have a majority in the Congress to do that.""",NARAL
8048,"Republicans pulled the wool over your eyes by telling you Roe was being overturned and leaving those decisions up to the states. Now, McConnell is saying he wants a bill banning abortion nationwide. You can't believe a single word that comes out of the mouths of these fuckers.",NARAL
8049,Abortion is health care.,NARAL
8050,"#TRUMP2024 #TRUMP2024ToSaveAmerica #TrumpWasRightAboutEverything 
VOTE TRUMP! Thanks to him, millions of babies can rest in peace
TRUMP WAS FOR THE PEOPLE, BIDEN IS SENILE
#BidenIsAFailure #RoeOverturned  #BidenWorstPresidentEver #RoeVsWade 
Roe V Wade was Just a Clump of Words!",March_for_life
8051,"So fucking disappointed!!!! The fucking #TrumpCult!!!!! 

#SCOTUSIsCorrupt #SupremeCourt #SCOTUSIsIllegitimate #MarchForOurLives #VoteBlueIn2022 #TrumpPackedTheCourt #RepublicansAreDestroyingAmerica #RoeVWade #RoeVsWade",NARAL
8052,Thinking about the men in my life who have said that they don’t speak up about abortion rights because it’s not their issue. I hope they all have a very terrible day 💞,NARAL
8053,"The Supreme Court in a 5-4 decision on Friday overturned Roe v. Wade, the landmark ruling that established the constitutional right to abortion in the U.S. in 1973.trump’s three judges who lied under oath voted to remove Roe Vs Wade from federal protection. Now under states’ laws",NARAL
8054,"Just FTR, Roe v. Wade was put in place by seven MEN, most of them Republicans, and one of the votes to overturn it was a WOMAN.",March_for_life
8055,The pro-life movement needs to focus on a total ban on abortion. #RoeVsWade,March_for_life
8056,All you need to know about the abortion fight is that now MEXICO has emerged as a safe haven for women seeking abortions.,NARAL
8057,"BIBLE NEVER OUTLAWS ABORTION
BIBLE SUPPORTS ABORTION
Numbers 3:39-40 – Life Begins At… One Month after Birth.
Genesis 2:7 – Breath Must Come First",NARAL
8058,When you are watching pro-abortion activists interviewed on the news claiming that “no one wants an abortion” and it’s an “impossible decision” - be sure to listen to the megaphones leading chants. They want abortion on demand. Any time. For any reason. They are the radical ones.,NARAL
8059,"Virginia is now a sanctuary state for women in Kentucky and throughout the south who need safe, legal access to abortion — but @GovernorVA wants to go “on offense” here.

We will not go back.",NARAL
8060,Why is it always that people who weren't aborted are for abortion? It makes no sense!,March_for_life
8061,My father was born in 1944 to a mom in poverty either raped or whom had an affair with a man who wanted nothing to do with her.  At age 5 his mom gave him up to adoption. I’m thankful abortion wasn’t legal &amp; easily accessible. Millions of lives like mine were just given a chance.,March_for_life
8062,"In America, women were not legally equal to men YESTERDAY. Today, hard won rights were stolen by people who lied under oath. Nothing is over. Safe abortion can be found, or placed in a person's hands. There are free states, and no shortage of people who will help. No one is alone",NARAL
8063,"Thinking about all the people, not just women who are pregnant, who will be affected once clinics are forced to close. Abortion clinics offer essential healthcare. This is cruel and unusual punishment period. #RoeVsWade #AbortionRightsAreHumanRights",NARAL
8064,Should have known #TaylorSwift was going to put her 2 cents in after #RoeOverturned 😏  #RoeVWade,March_for_life
8065,"Minorities will end up stuck with those children, with limited resources, decreasing the overall well being &amp; generational wealth of the entire community.  This decision is more than just HOW YOU FEEL ABOUT #ABORTION !",NARAL
8066,If you’re upset about roe v. wade just buy an electric vehicle.,March_for_life
8067,"As Canadian Women, we need to organize a network to help connect our American sisters with the resources they need/will need should that time come. Sign me up. #RoeVWade #Ally #WomensRightsAreHumanRights",NARAL
8068,"If you are Catholic and see a Catholic Church flying a pride flag, it is your duty to tear it down. 
#Catholics #CatholicChurch #catholic #RoeVsWade #RoeVWade #DOSOMETHING",March_for_life
8069,"Justice Samuel Alito wrote the majority opinion,joined by four other conservatives. The three liberal justices opposed the decision.Chief Justice John Roberts voted with the majority to uphold Mississippi abortion restrictions but did not approve of tossing out Roe altogether.",NARAL
8070,What a terrible day. #mybodymychoice #RoeVWade,NARAL
8071,"Ecoterrorists would rather have you save a bunch of trees than save one unborn, human life. These people aren't people. They're made themselves the enemies of mankind when they profess these things. They don't value human life. They value their ego above all else.",March_for_life
8072,What abortion doctors will remain in states that ban it?  What difference will it make if the life of the mother is at risk and exception to the ban?  Will they even have access to doctor who can help them?,NARAL
8073,I'm happy there hasn't been too much violence regarding the overturning of Roe v Wade but it makes you wonder how they contained it now but not over George Floyd. The answer I believe is they used the violence over him to scare authorities into not investigating election fraud!,March_for_life
8074,"June =6
24=6
2022=6

In the year of grace on the feast of the sacred heart of Jesus. Is Row vs Wade going to be overturned?

Liberals describe to me an abortion after 14 weeks when a baby experiences pain then explain to me how you can be a compassionate, loving thoughtful person",March_for_life
8075,Abortion is a tool of the patriarchy! Don’t believe the lies that companies who are paying for out of state abortions are empowering! It would be more expensive for them to pay for maternity leave and they can’t just not hire women. Women can be successful and be mothers!,NARAL
8076,"Today, #SCOTUS decided to take away our right to choose. Many states across the South have laws that make access to abortion nearly impossible. #Tennessee is no exception.",NARAL
8077,"If you’re pro abortion then you’re pro Satan. 

If you’re a satanist then just say that. It’s 2022, I’m sure the Left will still embrace you.",March_for_life
8078,"I just read an old article in Forbes that over 17% of New Mexico State taxes go to planned parenthood for abortions, 6% from our federal taxes also. 😳 God forgive us!!!! Thank God for SCOTUS for reversing Roe vs Wade!! Come November when we vote for Roncetti then we can reverse",March_for_life
8079,"The majority of Americans support safe and legal access to abortion. This emotional, difficult, and complex decision is between a woman, her family, her spiritual leader, and her physician. Every woman must have the freedom to decide their reproductive health care.",NARAL
8080,"Rrpubliqans like @tedcruz like to claim that abortion isn’t in the Constitution, therefore it’s not a right.

Marriage is also not in the Constitution.

If you argue historical tradition, you naively assume there were no abortions in 1787.

#GOP #VoteBlueToSaveDemocracy",NARAL
8081,"Yall was laughing when Kevin Samuels died, now look at who's crying #abortion 

Now, who gets the Last Laugh 🙄",March_for_life
8082,"We knew this was coming. It doesn’t make it any less devastating. 

Donate to @aggiefund, @WHOohio and any other abortion funds in your area. Support @CCCEscorts. 

We will fight. We will make sure anyone can get the care they need. #RoeVsWade",NARAL
8083,"If their is one thing anti-abortion fanatics have in common, they really need an artificial disparity to validate their own existence.

This is why their ability care about life ends when a fetus is born.

They need to see your suffering so they can feel better about their self.",NARAL
8084,"Justin Trudeau: “American women who want an abortion can come to Canada, where we respect bodily autonomy.”

Just not the baby’s body cuz we’re helping you chop your baby up without her consent

And not the mother’s body either cuz she MUST be vaccinated",March_for_life
8085,"Can the “No uterus, no opinion” be equated to Godwin’s law? Non-gun owners have opinions on guns. Straight people have opinions on gay marriage. Public school graduates have opinions on school choice. So why is abortion the one exception?",March_for_life
8086,"Abortion was never a right and they shouldnt have given women the ability to murder babies whatsoever.
This is a huge victory for Life &amp; God!!!",March_for_life
8087,I understand that this abortion news is creating hopelessness for a lot of people who haven’t been working in repro but can we PLEASE drop the eugenics talking points.,NARAL
8088,"As of 5/5/22 - HARTFORD, CT) – Gov signed a law that will protect medical providers and patients seeking abortion care in CT, traveling from other states that have outlawed abortion. the law expands access in CT by expanding the type of practitioners eligible",NARAL
8089,MEN should not have a single opinion about all the abortion issue. so yall better stfu,NARAL
8090,"🔥🔥🔥 sermon from our priest this morning at  Traditional Latin Mass. He specifically mentioned the evil perpetrated by demons against the unborn.  

And...in case any of my demon trolls are wondering, I prayed for you. Praying for the conversion of your hardened❤️'s.",March_for_life
8091,I’m willing to bet that most women who are anti abortion have had abortions themselves,NARAL
8092,"There never was a ""constitutional right to an abortion"".

Another fabrication to force a narrative",NARAL
8093,"This about MORE THAN ABORTION! This is about the UNITED STATES':
-Lack of affordable health care
-Lack of Paid leave
-Lack of affordable child care
-Lack of affordable college
-Lack of wages to support growing families. 
-Lack of funding for CPS

GROSS LACK OF HELP FOR PROGRESS!",NARAL
8094,I hope #RoeVsWade is the issue that gives Democrats the House. Polls show that outside the South significant shares of Republican voters say abortion should not be banned.,NARAL
8095,Now to ban abortion nation-wide,March_for_life
8096,I wasn’t raped &amp; I had an abortion. I wasn’t a victim of incest &amp; I had an abortion. I wasn’t on birth control &amp; I had an abortion. I wasn’t at risk of potential health issues &amp; I had an abortion. I HAD A CHOICE &amp; I HAD AN ABORTION!#MyAbortion #FuckYourReasons #ProChoice 💙,NARAL
8097,The left lost  abortion because they were not satisfied with “safe and rare” abortions. They weren’t happy with 63 million abortions they wanted more! They wanted up to birth and for every woman to have at least 1 abortion! @SenTedCruz @SenJohnKennedy @SenTomCotton,March_for_life
8098,"No 16)You LOSE, again. The illegal abortion ruling (myredbook. com,GOP,@fbi,&amp;,http://myredbook .com,GOP,@SantaClaraPD))))@erikakullberg(@aoc,@senwarren,@repcori,@speakerpelosi,@rashidatlaib,@kamalaharris,@RepPressley,@sfgate(c.c.@attorneycrump)(@jonasgahrstore)(@womensmarch(cont)",NARAL
8099,"all pro choice citizens must move to states where abortion rights will not be threatened! might i suggest new york and california! we must stay out of texas, florida, pennsylvania, wisconsin, michigan, and georgia, as they OPPRESS WOMEN! MOVE TO SAFE D STATES!",March_for_life
8100,"Abortion and contraception make eugenics inevitable.

If you support abortion, you support eugenics.

If you support contraception, you support eugenics.",March_for_life
8101,"My office was flooded with calls after the recent Supreme Court decisions. Rochesterians were scared and often in tears. Today, we answer their call to increase gun-safety and protect access to a safe and legal abortion in the NYS Constitution. I vote aye! 🗳",NARAL
8102,I am very emotional over other countries moving to enshrine abortion rights within their constitutions. Our global community should recognize that this can happen to them and move to prevent it while they still can.,NARAL
8103,Find a protest/movement near you with @womensmarch online. #RoeVWade,NARAL
8104,"If you think they’re stopping with people who can get pregnant, you’re grossly mistaken. #prochoice #SCOTUS #RoeVWade",NARAL
8105,"The new Marist poll(Rate A) shows Dems in the lead by 7!
Republican Lead on the generic ballot shrinks to below 2!
Yes this is only the first poll after Roe V Wade but its optimistic
They had Dems in the lead by 5 last month(After the leak)
That's a 2 point swing",NARAL
8106,Why is it that our children are taught in school the horrors of slavery and the fall of the Native Americans but never a mention of how awful abortion is?,March_for_life
8107,I really feel that most people also have a fundamental misunderstanding of what abortion entails. So many women out there celebrating when they have no idea that they're shooting themselves in the foot. Incomplete miscarriage? Missed miscarriage? Ectopic pregnancy? All of these,NARAL
8108,BIG FRIGGIN DEAL: Biden just called for working with Congress to CARVE out ROE vs Wade for filibuster exception!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #BansOffOurBodies,NARAL
8109,Unborn babies WON big today!!!! 🙏🙏🙏,March_for_life
8110,I wonder how many people who are pro abortion world be outraged if there was one performed on a dog or cat.,March_for_life
8111,"Learned something new with the abortion overturn. The Left can be racist and never be punished for it.

@Twitter @TwitterSupport",March_for_life
8112,"When Roe v Wade was legalized, single income households were possible.",NARAL
8113,"Kavanaugh said he wasn't touching Roe v Wade, and now he touched it. People warned during his confirmation hearing that he was lying. The same has been said about same sex marriage that the precedent is set and it'll never be touched again. Why wouldn't it be?",NARAL
8114,I'm fucking tired- I'm don't want to have to fight to be seen as human anymore. I'm tired of having people come for me my entire life over things I NEVER FUCKING ASKED FOR #RoeVWade #RoeVsWade #AbortionRightsAreHumanRights #LGBTQ,NARAL
8115,"It's not just abortion. IVF, and other fertility options will be gone in most states. To white evangelical women: PAY ATTENTION",NARAL
8116,LIFE FREAKING WINS IM SO HAPPY ABORTION IS THE MOST EVIL ACT OF OUR LIFETIME!!!,March_for_life
8117,"It’s funny when my mother was pregnant with me she wanted to have an abortion but it was illegal, so she couldn’t. Most of my life was difficult especially now &amp; the past 11 years of torture &amp; torment. Sometimes I think it would have been better if I was never born at all.",NARAL
8118,It's okay to hate abortion.,March_for_life
8119,"When someone is a slave they can be set free
When someone is aborted she is dead 
And that's it
No hope with abortion",March_for_life
8120,"If I get pinged on Discord with any performative ass ""Today Roe v. Wade was overturned"" shit ima be real mad",NARAL
8121,Rich people have more rights than those who are poor. This is why this crisis on abortion rights is very serious 💯,NARAL
8122,"There’s no blue wave. 
There will either be a republican
majority or a democratic majority. 

Your vote will decide. 

You have these topics to consider:
Abortion, democracy, human rights,
social security, healthcare, climate,
guns, issues that matter to you.
#VoteBlueDownBallot",NARAL
8123,"A good day Hasan Pavón greets you cordiallly @RobertCSprague since form Quito - Ecuador i am pro-life. 
And I am totally against abortion",March_for_life
8124,"Did you see what just happened!
Supreme Court Just Overturned Roe Vs Wade.
This is horrendous and infringes autonomy on one’s body.
I am ANGRY 😡",NARAL
8125,"Libs want Congress to ""codify"" abortion. Do they not understand what SCOTUS said? 1. Abortion isn't in the Constitution. 2. 10th amendment says if not specifically granted to the Federal government then its a state issue. Simply, Congress making abortion law isn't legal either.",March_for_life
8126,#RoeVWade is over! Eternal thanks to Jesus for answering that prayer and 63 million thank you’s to #SCOTUS for doing the right thing!,March_for_life
8127,"Serious questions -
For the 20+ states hell bent on making abortion illegal, and who want to prosecute women who attempt or seek out services, (ex: email, text, call a provider) what will the near future look like?  Hospital wards filled with women handcuffed to their beds?",NARAL
8128,Roe vs Wade has always been a democratic political tool and now they are defenseless. Very evident with the fear mongering from @SpeakerPelosi @POTUS @SenSchumer.,March_for_life
8129,"Ahem...

Nobody needs *a* *reason* to get an abortion. It's fucking healthcare. Literal healthcare.

Does not have to be rape. Nor fatal. Nor fetal fatality.
Nobody should have to explain to anyone why a person wants a safe medical procedure.

#AbortionIsHealthcare",NARAL
8130,"Here are a few things @POTUS can do:

1. Make the abortion pill more widely accessible 

2. Provide travel vouchers for pregnant persons to travel for out of state abortions 

3. Utilize federal land to set up abortion clinics 

4. Have the DOJ fight back against anti-choice laws",NARAL
8131,"This is more than just abortion, it’s IVF, it’s birth control, it’s miscarriage. It’s time to vote 🗳",NARAL
8132,Just imagine that we lived in a world where you fought for The unborn as hard as you fight for murdering of them! Then maybe God would shine down upon us!,March_for_life
8133,"Marijuana taught me that the more people are breaking the law and openly talking about it, the less likely law enforcement is to do anything.
It seems to me that we should all be loudly declaring our willingness to break this abortion law. They can't track &amp; arrest us all.",NARAL
8134,Cannot emphasize enough that Texas has banned abortion while being one of the states where one of the main uninsured demographics is pregnant and postpartum women.,NARAL
8135,"Honest question can ANYONE explain to me why the left thinks of abortion as birth control? All I see is “maybe she doesn’t want a kid, she doesn’t want to be a young poor mom”. Why aren’t these people using the many available contraceptives available, if they fail use plan B. 🤷🏼‍♀️",March_for_life
8136,Being able to have an abortion because of rape shouldn't be allowed either in states because women have lied before that they got raped and didn't and it probably still happens. Evidence of a rape kit done should be allowed to show to be able to have that claim.,March_for_life
8137,"I am personally scared for any pregnant person in a trigger state... that if they miscarry (medically referred to as spontaneous abortion, FYI) that they either be accused of aborting, or who suffer an incomplete abortion and need help expelling the tissue.",NARAL
8138,"Abortion is the biggest human rights violation of our generation.

Don't tell me you're for human rights while you think it's okay to strip
someone of the most basic human right, the right to life.",March_for_life
8139,"Conflating miscarriage, ectopic pregnancies, and D&amp;C’s with abortion is infuriating me. It’s maddening how these ghouls have gotten away with manipulating people with their lies.",March_for_life
8140,Name something that’s lasted longer than National legal coverage of abortion.,NARAL
8141,"4 GOP Governors in Blue States will uphold abortion rights‼

Larry Hogan - MD
Charlie Baker - MA
Chris Sununu - NH
Phil Scott - VT

👏🏼👏🏾👏

#FreshResists #ONEV1",NARAL
8142,Just because #KimberlyElise is a celebrity doesn't mean she has to conform to the evil world! #RoeVWade,March_for_life
8143,"Overturning the repugnant detestable #roeoverturned is repentance -turning around and going the other way. Repentance is action 
this is why we are so overcome with emotion today 
we have been grieved and sorry about abortion but unable to repent until today.🙏🏻🙏🏻🙏🏻",March_for_life
8144,"Not only would a GOP Senate majority further curtail voting rights and restrict abortion access, but there's no doubt they would overturn free and fair election results if it meant reclaiming power.  Democracy is on the ballot this year in the USA.  VOTE carefully.",NARAL
8145,"Media STOP, just STOP interviewing men about Roe v Wade.
Interview women
Interview female doctors 
Interview female mental healthcare professionals
Interview women period!!!!",NARAL
8146,"BREAKING: The Supreme Court has overturned Roe V Wade, returning abortion to be determined by the states. #RoeVsWade #AbortionCase",March_for_life
8147,"So, am I right to assume the Biden administration will be locking up Antifa for two years while they await trial over these abortion riots like they did the J6 guys for entering a federal building that they as taxpayers rightfully own? 

Asking for America.",March_for_life
8148,Abortion is not reproductive health care. It is as far from reproductive health care as it can be.,March_for_life
8149,"The left uses rape and incest as the excuse for abortion up until time of birth, they won’t tell you they support abortion as a means of birth control because they don’t wanna sound like ghouls",March_for_life
8150,"Marjorie Taylor Greene mentioned any violence will be an ""insurrection"" on the left.  Now every fucking MAGA will echo her. #RoeVWade",NARAL
8151,I had an abortion when I was 18 because I had just graduated high school and I wasn't ready to have a child. It wasn't easy but it wasn't a mistake. I would not have an abortion at this point in my life but that doesn't mean I should tell others they shouldn't do it.,NARAL
8152,"We've been seeing leftist proabort JINOs claiming ""my religion"" supports abortion. BS. Real Judaism (Orthodox) opposes elective abortions. Only secular and liberal Jews think killing unborn babies is way cool.",March_for_life
8153,Recent training at the PSC where I volunteer was on medication abortion (Misoprostol pill)…did you know over 50% of all abortions are now done at home via this pill? Women are delivering dead babies in their toilets and it’s traumatic. Why? B/c they SEE it is indeed a baby😭🙏,March_for_life
8154,Im pretty sure are fore fathers  never imagined we would be fighting to protect unborn children from the selfish with there big list of justifications . That list wont help you when you stand in front of god on judgement day .,March_for_life
8155,"Now the lefties are having a melt-down about Kristi Noem and her positions on abortion.  I say - thank you Kristi Noem, for your positions and willingness to take the hard questions, unlike Joe Biden, on this or any other issue.  And you can go to another state for your abortion.",March_for_life
8156,#GOPDeathCult is for restricting health care measures like Abortion but promoting guns. #AbortionIsHealthcare #VoteBlueOrWeAreScrewed,NARAL
8157,Unborn. Lives. Matter. #abortion,March_for_life
8158,"The #truth is going 2 get to more women &amp;younger #women that #abortion actually kills a human being more now that #RoeVsWade is overturned.Thank God for HumanCoalition, Live Action, Students for Life &amp;other #prolife organizations.With #God's help these orgs will get the word out!",March_for_life
8159,"Please pray 1 Our Father, 7 Hail Marys, &amp; 1 Glory Be for the conversion of souls who are in favor of abortion.",March_for_life
8160,"I like roe v wade and I believe it should be struck down!
I like fascism but I also like communism
I'm a leftist conservative fascist communist nationalist
and I'm good with an essay
I support Biden, trump, and Bernie too",March_for_life
8161,"#RoeVWade 
Fuck disillusionment. 
As long as you breath, you fight. 
#StandUp #Organize #VoteBlue",NARAL
8162,Abortion is murder.,March_for_life
8163,"Roe v Wade was bad, actually.",March_for_life
8164,I have a pretty sad story about how I went from “No one should get an abortion” to “everyone should have access to this” 🧵,NARAL
8165,FYI: Removing an ectopic pregnancy is not the same as abortion. In ectopic pregnancies a fertilized egg gets stuck on its way to the uterus. Tissues outside the uterus can't provide the necessary blood supply so the embryo dies. Removal is necessary to protect the mother's health,March_for_life
8166,One out of four women in the U.S. have had an abortion. Stop voting against your interests.,NARAL
8167,"All of a sudden, the friends and colleagues who said they don't follow Politics are calling me to get the latest. WTF.🤨 I'm tired of screaming into the wind. Too late. Only option now is to wake up, step up, organize and vote out the Gilead Repubs. #RoeOverturned #RoeVWade",NARAL
8168,"The Democrats seceded last time, if they do it again, we will destroy abortion!",March_for_life
8169,The @NASCAR coverage on @NBCSports is an absolute abortion. What? Too soon?,March_for_life
8170,My birth mother chose life over abortion and decided to put me up for adoption. I thank the Lord every day for life. Please join me in praying for our nation and our Supreme Court Justices. Violence is never the answer. Walk in love. #LifeWins,March_for_life
8171,"Ketanji Brown Jackson didn't exactly help the commie libs on the abortion issue when she played that little game, saying she didn't know how to define a woman without the assistance of a biologist.",March_for_life
8172,"If love is love, then life is life. Born or unborn.#life",March_for_life
8173,"Now that Roe was overturned, maybe Planned Parenthood could go into more legitimate business. I mean, they say that abortion wasn't their only business. If so, they shouldn't worry about this Roe overturning destroying their business model",March_for_life
